loss,values
8.137451,285.41486
8.104492,285.88272
8.33493,286.3548
9.151519,286.80576
7.933136,287.26453
8.090607,287.73474
8.49472,288.20776
7.809265,288.68176
8.748413,289.14008
8.577972,289.607
8.450226,290.0754
8.462176,290.55377
8.401947,291.01712
8.884735,291.4809
8.230194,291.94696
7.911133,292.398
8.865265,292.86377
8.211395,293.3335
8.750759,293.80942
8.382019,294.28568
8.050568,294.75125
8.544983,295.20306
8.358826,295.669
8.628082,296.1377
8.725342,296.59998
8.162775,297.0712
8.268951,297.52887
8.253571,297.9784
8.718201,298.45172
8.300201,298.91644
8.059937,299.38348
8.891517,299.85898
8.479584,300.31906
8.097128,300.76837
8.128662,301.23505
8.365173,301.6985
8.671326,302.16437
8.363312,302.63904
8.390503,303.10364
8.588348,303.5753
8.314819,304.03394
8.675963,304.49695
8.365631,304.95312
8.340271,305.42664
8.703986,305.8912
8.553589,306.36148
8.279572,306.82672
7.7962036,307.2871
9.0324545,307.73438
8.484131,308.19397
8.290394,308.6535
7.9401855,309.11743
8.364602,309.57092
8.348938,310.0354
8.214447,310.50305
8.342377,310.94836
8.507202,311.41544
8.536652,311.88394
8.651781,312.3393
8.076691,312.81396
8.471222,313.2799
7.9392223,313.73724
8.241333,314.198
8.386993,314.6596
8.859711,315.12112
8.791565,315.5775
8.924694,316.04028
8.491638,316.50336
8.773071,316.96387
8.356609,317.42862
8.379089,317.87952
8.489075,318.33563
8.79715,318.7917
8.140411,319.26294
8.232147,319.72977
8.409136,320.18246
7.7731323,320.64984
7.892761,321.10132
8.529877,321.5527
8.576447,322.0148
8.544067,322.478
8.598328,322.9349
8.402832,323.39594
7.974181,323.8526
8.549233,324.3075
9.040427,324.77246
8.5515995,325.22125
8.637726,325.6726
8.265259,326.13132
8.352173,326.58453
8.25882,327.0445
8.5170145,327.5058
8.484196,327.95773
8.226044,328.41052
8.390839,328.87433
8.531374,329.3241
8.239229,329.7789
8.725311,330.23798
8.108459,330.69855
8.406586,331.14532
8.525696,331.58243
8.332273,332.0402
8.695007,332.49643
8.648071,332.95377
8.011993,333.4046
8.347286,333.8697
8.321228,334.3288
9.188324,334.78644
7.995514,335.23523
8.56012,335.69077
8.340057,336.14398
8.406418,336.6077
8.36554,337.06393
8.602653,337.51962
8.54153,337.9803
8.491883,338.4446
8.287615,338.91037
8.330458,339.3651
8.271003,339.80695
7.9364014,340.26318
8.196106,340.7137
8.421143,341.1651
8.9591675,341.62366
8.357574,342.0856
8.518858,342.5351
8.617523,342.9856
9.12854,343.43124
8.517456,343.89862
8.530301,344.3502
8.862589,344.80383
8.59125,345.25708
8.412628,345.7093
8.671876,346.15988
8.728266,346.61423
8.524567,347.0749
8.630707,347.54315
8.654558,347.98325
9.088654,348.43292
8.22583,348.8857
8.229095,349.35077
8.770109,349.79663
8.310194,350.24905
8.660217,350.70416
8.636902,351.14517
8.853577,351.60046
8.8078,352.05447
8.656677,352.50592
8.645447,352.96237
8.2447405,353.40985
7.8189697,353.85352
8.723206,354.30054
8.345062,354.73782
8.344208,355.18207
8.063324,355.62946
8.604614,356.08594
8.309082,356.5348
8.503876,356.98358
8.451782,357.43066
7.9541235,357.89062
9.088409,358.34137
8.100159,358.7847
9.14023,359.23553
8.433716,359.69162
8.420898,360.13525
8.469087,360.58383
8.810852,361.04236
8.26889,361.48224
8.709015,361.92072
7.6956434,362.3793
8.609589,362.83755
8.420065,363.2839
8.506073,363.71783
7.9528503,364.1531
8.203469,364.60257
8.490631,365.05145
8.358765,365.50134
8.322113,365.9481
8.473694,366.3963
8.529816,366.82886
8.5078125,367.286
8.635254,367.73712
8.423431,368.18402
8.202576,368.62726
8.2812805,369.0842
8.737318,369.535
8.479648,369.97476
8.579437,370.42383
9.090264,370.87982
8.551422,371.3258
8.725494,371.78772
8.280273,372.2386
8.664398,372.68616
8.211243,373.135
8.491701,373.58798
7.9036865,374.02905
8.601196,374.47534
8.937225,374.9219
8.118774,375.35107
7.9102173,375.79504
7.846649,376.24078
8.265139,376.6831
8.809021,377.12854
8.886688,377.568
8.723297,378.01184
7.9958663,378.46045
8.069745,378.9062
8.022491,379.34708
8.714478,379.7928
8.812164,380.23663
8.389465,380.6995
8.37735,381.1394
8.076477,381.58575
8.149956,382.02832
8.426941,382.46362
8.576447,382.89954
8.151978,383.34503
7.9321594,383.80148
8.0442505,384.2411
8.61734,384.6916
8.438629,385.12567
8.156311,385.56775
7.9382486,386.01343
8.556061,386.4487
8.541605,386.88477
8.698273,387.31903
8.045319,387.7734
8.128937,388.22485
8.75473,388.6626
8.805267,389.10406
8.493713,389.55838
7.5884705,390.00314
8.414795,390.4492
8.45224,390.8888
7.95224,391.3286
8.452179,391.7685
8.365509,392.20523
8.061768,392.6532
8.331207,393.09164
7.997284,393.52817
8.714355,393.96237
7.8962708,394.40997
9.070831,394.8496
8.129425,395.30023
8.706879,395.7445
7.9800572,396.18225
8.120148,396.6073
8.083437,397.04767
7.9198914,397.48257
8.243882,397.92383
8.783325,398.35995
8.29071,398.8006
8.609861,399.249
8.54834,399.6842
8.673767,400.1253
8.544304,400.56616
8.813141,401.00995
8.5444765,401.45844
8.801636,401.89215
8.467072,402.3293
8.167145,402.77087
8.662659,403.21814
8.3701315,403.66162
7.9703064,404.08618
8.823219,404.52863
8.570709,404.96515
8.592377,405.398
8.755817,405.82245
8.23439,406.25537
8.553986,406.67523
8.230133,407.1194
8.653534,407.56302
7.604004,408.00162
8.684894,408.43527
8.080444,408.87207
8.467834,409.3077
7.7715063,409.734
8.940063,410.17804
7.578125,410.6142
8.527466,411.05804
7.907013,411.4939
8.12439,411.93475
8.3845215,412.374
7.719116,412.8065
8.632394,413.24
8.529388,413.66568
8.14447,414.1062
8.138489,414.54352
8.61559,415.0036
8.971436,415.44128
8.058289,415.87766
8.363373,416.30423
8.75946,416.73285
8.746645,417.1612
8.38205,417.5922
8.771393,418.02396
8.250092,418.46698
8.226868,418.91455
8.129578,419.3478
7.967407,419.77786
8.438613,420.20963
8.288055,420.62674
8.440765,421.07355
8.44455,421.50818
8.494904,421.93976
8.304749,422.37683
7.683655,422.81158
8.90979,423.24576
8.72995,423.6831
8.036957,424.11786
8.106005,424.5531
8.3596945,424.9876
8.467214,425.40555
8.738617,425.83047
8.933092,426.27295
8.336548,426.7009
8.225555,427.12756
7.4134216,427.55234
8.718842,427.98633
8.375214,428.42566
8.413319,428.86636
8.388489,429.2881
8.77121,429.7179
7.998352,430.13855
8.388275,430.57202
8.557251,430.99957
8.495941,431.43195
9.0312805,431.8617
7.806427,432.2918
8.579889,432.72577
8.247589,433.1485
8.102264,433.58234
8.151436,434.0185
8.255127,434.44928
8.121399,434.88348
8.371845,435.29675
8.423576,435.72833
8.649902,436.1582
8.228302,436.58463
8.458815,437.01608
8.518341,437.4532
8.551605,437.87915
8.735184,438.30362
8.358826,438.73663
7.9968567,439.15308
8.206329,439.581
8.119446,440.00555
8.169922,440.42517
8.261033,440.86066
8.463226,441.2925
8.209808,441.72894
8.136566,442.15436
8.164551,442.58136
7.8769836,443.00806
8.225739,443.43793
8.768707,443.87213
8.536011,444.3088
8.39447,444.73727
8.356079,445.17017
8.571442,445.59048
8.630554,446.01416
7.538788,446.438
8.934548,446.86722
8.094971,447.29858
8.64328,447.72028
8.439495,448.14557
8.871918,448.5753
8.016641,449.00574
8.083191,449.43002
8.88501,449.85458
8.019928,450.28137
8.647858,450.70007
8.342285,451.1286
7.9434814,451.54736
8.408531,451.9732
8.509827,452.3753
7.9155273,452.80328
8.547546,453.22726
8.7621155,453.6584
8.290527,454.08237
8.519653,454.51608
7.9197693,454.94147
8.815369,455.36395
8.727661,455.79272
8.654205,456.2138
8.121704,456.6381
8.30127,457.0578
8.297791,457.47803
7.840912,457.9046
8.431366,458.32425
8.437744,458.74115
8.2013855,459.16165
8.257864,459.5774
8.742432,459.99734
8.4279175,460.42487
9.1189575,460.85187
8.292999,461.2752
7.9501343,461.69855
8.560516,462.11887
8.5329895,462.54572
8.07782,462.96
8.710632,463.38232
8.195099,463.8147
8.577118,464.23907
8.267273,464.65723
8.038086,465.0838
8.419814,465.50354
8.209747,465.93246
7.947571,466.35345
8.203705,466.77542
8.320618,467.19333
8.611116,467.61356
8.837128,468.04126
7.9640503,468.47018
8.163968,468.87775
8.43219,469.2926
8.309143,469.7144
8.121826,470.1397
8.215637,470.55334
8.738281,470.97464
8.59137,471.39282
8.180818,471.80917
7.9305286,472.2329
8.063416,472.65472
8.469147,473.07562
8.397278,473.49173
8.0529785,473.9046
8.600081,474.32205
8.265099,474.73685
8.228838,475.15643
8.480347,475.57056
8.473907,475.98218
8.493412,476.40796
8.82901,476.8192
8.48764,477.24048
8.414755,477.66403
8.666595,478.07404
8.546967,478.49426
8.5825405,478.90808
9.148834,479.3212
7.970825,479.73938
8.231598,480.14597
8.751434,480.57202
8.447998,480.98712
7.949127,481.39795
8.244118,481.81375
8.478058,482.2326
8.499603,482.65363
8.533325,483.06726
8.282562,483.48663
8.006064,483.90717
8.646484,484.32867
8.434723,484.73788
8.101058,485.15936
8.452714,485.5739
8.7560425,485.98923
8.591156,486.41724
8.053558,486.8318
8.372833,487.25897
8.465393,487.67706
8.1840515,488.09143
8.348633,488.5103
8.562714,488.92722
8.621735,489.34967
8.421941,489.75925
8.854218,490.1704
8.3697815,490.5838
7.912018,490.9975
8.287262,491.42062
8.202698,491.8291
8.163488,492.23917
8.694397,492.64825
8.949188,493.0614
8.862305,493.472
8.178925,493.8722
8.927612,494.28772
8.629211,494.714
7.7250566,495.12177
9.016785,495.5301
8.327026,495.943
8.57517,496.35303
8.431671,496.76907
8.228124,497.18774
8.579727,497.59998
7.8086853,498.0161
7.7156067,498.42957
8.248291,498.84085
8.293945,499.2446
8.578613,499.65225
8.268097,500.0611
8.032333,500.47235
7.9173584,500.8852
8.380658,501.29108
8.6440735,501.6989
8.209421,502.1161
8.501953,502.5298
8.358795,502.92896
8.34901,503.34296
8.064466,503.7339
8.301605,504.14697
7.9947886,504.56827
8.990692,504.97784
8.563318,505.39557
8.094666,505.79034
8.267303,506.19196
9.171478,506.59625
8.022675,507.01593
8.2977295,507.40863
8.285867,507.81976
7.834656,508.2314
8.069977,508.6566
8.838654,509.06403
8.696721,509.47507
8.46541,509.89072
8.537689,510.29373
8.419678,510.69745
8.04007,511.10858
8.682251,511.5197
7.963623,511.9234
8.438324,512.3285
8.39093,512.7435
7.81464,513.15906
8.98472,513.5574
8.21933,513.969
8.712311,514.372
8.588858,514.782
9.176544,515.18365
7.7518616,515.5797
8.873871,515.9812
8.769379,516.3967
8.729767,516.7959
7.9276733,517.20435
8.66156,517.6101
8.460083,518.0166
8.709198,518.433
7.9546204,518.8367
8.81018,519.2381
8.493038,519.63806
7.857666,520.0399
8.041873,520.45154
8.243408,520.85754
8.435638,521.25806
8.619812,521.668
9.014923,522.08203
8.2838745,522.5028
8.042816,522.9159
8.331951,523.31714
8.711578,523.7126
8.457245,524.12744
8.268951,524.53284
8.368118,524.93933
8.373106,525.3458
8.340179,525.75653
8.685181,526.15625
9.259735,526.559
8.046509,526.97046
8.474976,527.3644
8.524902,527.7723
8.271637,528.17926
8.889557,528.5776
8.476868,528.96533
7.99881,529.3784
8.1067505,529.7834
7.855591,530.1862
8.694397,530.5943
7.540985,530.9989
8.137665,531.403
8.536912,531.80005
8.579193,532.19507
8.478639,532.6033
8.123962,533.0083
7.8692627,533.4147
8.58023,533.8105
8.855194,534.21375
8.048767,534.6214
8.619476,535.02997
8.473938,535.43256
8.346771,535.8275
7.8964844,536.22375
8.334564,536.62573
8.102753,537.02203
7.9406433,537.4192
8.529663,537.81525
8.316254,538.2154
7.6676636,538.6111
8.373347,539.00854
8.476837,539.39795
8.375305,539.8025
8.44516,540.1954
8.834747,540.60144
8.669281,541.00464
8.168793,541.4091
8.609131,541.8154
8.071808,542.20856
8.62734,542.61346
8.385223,543.01556
8.272186,543.4185
7.6679964,543.82104
8.496889,544.21204
8.350769,544.6113
8.0746765,545.0083
8.255005,545.4076
8.744507,545.80865
8.915894,546.2254
8.029968,546.6221
7.4961596,547.029
8.6622925,547.42584
8.320709,547.8243
8.590576,548.2254
8.6536255,548.61865
8.373083,549.0103
8.199005,549.401
8.459412,549.80054
8.759705,550.1865
8.028839,550.5858
8.559906,550.98334
7.958618,551.38837
8.0894165,551.7964
8.704926,552.1812
8.480499,552.5752
7.586151,552.9782
8.309204,553.37524
8.291504,553.7633
8.861725,554.1567
7.9898376,554.551
7.8677063,554.94635
8.4496155,555.33746
7.8915405,555.7355
8.031464,556.1281
8.149414,556.5359
8.092987,556.93005
9.070892,557.3207
8.285309,557.7208
8.3003235,558.1125
8.584778,558.5032
8.716858,558.89545
8.228821,559.3059
8.614014,559.6999
8.256914,560.1012
7.143921,560.498
8.3417015,560.8967
8.805899,561.29083
8.136078,561.68445
8.4955,562.0723
8.68407,562.4645
8.418793,562.85254
8.662018,563.2533
8.583618,563.6433
8.348724,564.03894
8.808563,564.4304
8.174957,564.8281
7.772917,565.22076
8.535828,565.6183
7.9361877,566.00415
8.459869,566.4005
8.643524,566.7747
8.38913,567.17566
9.057312,567.5667
7.891876,567.96967
8.135742,568.3506
8.958954,568.74426
8.654083,569.14197
8.669434,569.51904
7.7473145,569.9065
8.627018,570.2987
7.978607,570.6863
8.513871,571.08246
8.588379,571.4645
8.375885,571.866
7.84205,572.26526
8.886627,572.6506
8.660645,573.04724
8.417419,573.4426
8.635773,573.8367
8.310547,574.23535
8.575775,574.63477
8.010068,575.02673
9.1657715,575.4158
9.061432,575.81494
8.410522,576.203
7.5677795,576.58923
8.345978,576.98413
8.299774,577.3742
8.096985,577.754
8.736565,578.1465
8.287262,578.5387
8.757843,578.9295
8.550568,579.32043
7.6914434,579.7075
8.20108,580.0936
8.9166565,580.483
8.170746,580.8665
7.711853,581.2566
9.134082,581.6466
8.482666,582.0322
8.840271,582.42
8.607758,582.80566
8.309418,583.1916
8.998322,583.58203
7.869385,583.97906
8.050665,584.3794
8.804626,584.7575
8.46848,585.1471
8.44104,585.5359
8.057495,585.91583
8.394592,586.3013
8.115458,586.69147
8.481071,587.07104
8.190765,587.4593
7.885315,587.8467
7.9800415,588.2231
8.356842,588.60406
8.479309,588.99615
8.506073,589.38995
8.4375305,589.79095
8.681183,590.183
8.346924,590.56683
8.146732,590.946
8.711151,591.3252
8.624084,591.7107
8.761841,592.0929
8.482574,592.47797
7.810425,592.8557
8.27179,593.24567
8.028255,593.635
7.972931,594.0232
7.707651,594.40283
7.835388,594.78186
7.6922913,595.1676
8.660065,595.54724
8.48526,595.94214
7.9539795,596.33093
7.7431946,596.71277
8.356567,597.1035
8.685791,597.4884
8.137329,597.87634
7.78891,598.26025
8.4678955,598.6521
8.361881,599.0359
8.707917,599.4234
8.695984,599.7995
7.9533386,600.17633
8.124542,600.5521
8.640211,600.9384
8.390472,601.3269
8.426575,601.7167
8.91217,602.1091
8.761688,602.4895
8.495355,602.8766
8.020472,603.2521
9.013794,603.63025
8.30072,604.0106
8.121155,604.3884
8.710449,604.7784
8.10849,605.1615
8.046875,605.53894
8.874725,605.9198
8.576843,606.3029
8.450836,606.6859
8.5737915,607.0676
8.111816,607.4448
8.907224,607.8169
8.40686,608.20605
8.399963,608.59375
7.6983337,608.96875
8.4591675,609.3491
8.709259,609.72437
8.475555,610.11487
8.279755,610.49365
8.66095,610.8766
8.949795,611.27246
8.277733,611.6532
8.240295,612.02954
8.297638,612.41437
8.87973,612.79987
8.081482,613.18115
8.400543,613.55695
7.5690737,613.9344
8.927856,614.3061
8.276978,614.6928
8.132477,615.0657
8.276825,615.4447
8.417816,615.8208
8.266693,616.1999
8.2743225,616.5829
8.866699,616.9692
8.022308,617.3444
7.853668,617.71295
8.406891,618.092
8.809692,618.4652
8.475281,618.84033
8.252563,619.2197
8.391174,619.59454
8.152161,619.9763
8.403473,620.3517
